Timestamp (ms),Date & Time,Machine Id,Alert ID,Value,Alert Name,Flag

1732966288853,2024-11-30 17:01:28.853661,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 440.44,High Voltage,blue
1732967350119,2024-11-30 17:19:10.119884,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 436.04,High Voltage,blue
1732967459993,2024-11-30 17:20:59.993752,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 436.38,High Voltage,blue
1732967487406,2024-11-30 17:21:27.406303,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 436.42,High Voltage,blue
1732967514799,2024-11-30 17:21:54.799226,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 436.49,High Voltage,blue
1732967542310,2024-11-30 17:22:22.310688,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 436.89,High Voltage,blue
1732967569769,2024-11-30 17:22:49.769462,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 436.89,High Voltage,blue
1732967597248,2024-11-30 17:23:17.248441,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 436.41,High Voltage,blue
1732968116798,2024-11-30 17:31:56.798799,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 438.62,High Voltage,blue
1732968281772,2024-11-30 17:34:41.772398,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 437.52,High Voltage,blue
1732968335209,2024-11-30 17:35:35.209754,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 438.16,High Voltage,blue
1732968362675,2024-11-30 17:36:02.675697,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 438.47,High Voltage,blue
1732969175286,2024-11-30 17:49:35.286598,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 436.38,High Voltage,blue
1732969202783,2024-11-30 17:50:02.783401,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 435.45,High Voltage,blue
1732969433176,2024-11-30 17:53:53.176258,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 435.32,High Voltage,blue
1732969460551,2024-11-30 17:54:20.551454,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 435.48,High Voltage,blue
1732969670061,2024-11-30 17:57:50.061940,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 436.74,High Voltage,blue
1732969697537,2024-11-30 17:58:17.537845,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 436.67,High Voltage,blue
1732970356593,2024-11-30 18:09:16.593390,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 435.95,High Voltage,blue
1732971043037,2024-11-30 18:20:43.037766,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a007,current: 2.02,Healthy current,yellow
1732971647322,2024-11-30 18:30:47.322183,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a007,current: 3.3,Healthy current,yellow
1732972394875,2024-11-30 18:43:14.875042,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 436.51,High Voltage,blue
1732973132966,2024-11-30 18:55:32.966478,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 440.44,High Voltage,blue
1732973901881,2024-11-30 19:08:21.881721,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a007,current: 2.16,Healthy current,yellow
1733136167980,2024-12-02 16:12:47.980619,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 416.11,Normal Voltage,blue
1733136963039,2024-12-02 16:26:03.039930,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a006,voltage: 417.42,Normal Voltage,blue
1733137484449,2024-12-02 16:34:44.449775,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a007,current: 0.58,Healthy current,yellow
1733137530242,2024-12-02 16:35:30.242263,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a007,current: 0.59,Healthy current,yellow
1733137585093,2024-12-02 16:36:25.093978,66e03c39431bd909598197d53,b8eb872a-38d0-4ff2-98bf-2b957e61a007,current: 0.61,Healthy current,yellow
